pitch,spectral_centroid,zcr,jitter,shimmer,hnr,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,file,label
1819.0889,5635.210295351216,0.05853767288165266,0.014790636298143565,0.09037392996747319,12.759586679689255,-690.68744,57.287395,8.065511,16.855114,0.46501148,8.735891,-13.024316,-4.503687,-8.185371,-2.8935618,-4.409372,-2.119327,-6.2471304,../data/ravdess/Actor_16/03-01-02-01-02-01-16.wav,0
1863.9749,5035.120015501544,0.06817592469985875,0.0178914718613147,0.11184597817060823,11.279051582074322,-567.0824,57.704227,-11.601364,2.5131052,-0.6057679,2.5127943,-10.712161,-4.4766755,-10.475638,-7.112624,-4.6179953,0.4158807,-6.385459,../data/ravdess/Actor_16/03-01-03-02-01-01-16.wav,0
1592.1241,6649.877660601469,0.08706291176994302,0.018074322773363807,0.10717222149222332,10.387956759101254,-598.6889,55.585224,-1.4237766,7.48705,1.9551675,5.5452285,-10.15837,-5.569572,-8.577682,-4.6618266,-4.1223693,-1.2116818,-5.667054,../data/ravdess/Actor_16/03-01-03-01-02-01-16.wav,0
1780.4998,5367.309790346162,0.06218268557422969,0.02083106782455549,0.0991372960134752,11.016383006437186,-696.0972,66.14794,7.069855,14.015484,-3.4265506,9.011341,-12.010906,-6.8540564,-8.274955,-2.6235404,-5.335366,-1.3872105,-4.876342,../data/ravdess/Actor_16/03-01-02-02-02-02-16.wav,0
1737.8131,3994.6563941212667,0.05731184357782369,0.019806005030756496,0.10432464826288596,12.720076103935225,-677.4262,69.57674,6.553035,15.260473,2.2042477,8.82496,-12.819689,-4.0310225,-5.3883247,-2.3762112,-2.4838784,-4.487965,-5.5764155,../data/ravdess/Actor_16/03-01-02-01-01-02-16.wav,0
1742.9911,4662.600710134925,0.05654881143162393,0.0244198255849887,0.11558409251333412,10.580909875652223,-693.5733,69.53658,8.307069,12.569411,1.8204076,5.6317844,-9.4724655,-2.6315365,-6.655187,-3.8533616,-4.374628,-1.8511716,-4.994951,../data/ravdess/Actor_16/03-01-01-01-01-01-16.wav,0
1953.2515,4906.428896558029,0.06376139322916667,0.023885715236720652,0.10327223319621928,12.416981616136015,-599.0252,59.32428,-5.2744236,4.3980274,1.4660529,2.2644649,-11.350671,-3.826891,-10.8015585,-8.760663,-5.855504,-0.1986056,-6.5109234,../data/ravdess/Actor_16/03-01-06-01-01-01-16.wav,1
1824.96,5829.746992394013,0.07562125997340426,0.023573255236706815,0.12526308433327832,9.495917213129815,-513.68665,51.939465,-4.283086,7.829137,-2.1696942,0.78336453,-10.925153,-0.34485433,-5.2683425,-7.898558,-7.8295484,0.617869,-3.7931798,../data/ravdess/Actor_16/03-01-05-01-01-02-16.wav,1
1757.1769,5195.375581941296,0.08913177969568063,0.016648143849133865,0.09798591999770467,8.935705548073681,-467.17688,41.289196,-12.171492,3.800767,-4.4440317,-1.9300921,-15.296289,0.39723453,-5.8751426,-11.244269,-6.740289,2.8042068,-5.31536,../data/ravdess/Actor_16/03-01-05-02-02-02-16.wav,1
1998.7336,5789.521430320937,0.10684682087725904,0.02479475602356111,0.11705514975325547,9.67091657066413,-432.5458,41.63201,-28.746717,-1.8991934,-6.8943615,-1.0959448,-20.136284,-6.998093,-12.867241,-14.555251,-8.496089,0.3316667,-10.029803,../data/ravdess/Actor_16/03-01-06-02-02-01-16.wav,1
1835.414,4952.322679742901,0.06824568563432835,0.025779985206048253,0.14757958537009153,8.93326753962492,-609.2556,59.138504,2.7715018,11.167488,1.1004584,4.964832,-7.206599,-4.5314827,-7.9267855,-4.6410637,-4.488956,-0.80247456,-4.859542,../data/ravdess/Actor_16/03-01-07-01-02-02-16.wav,1
1877.1683,4562.739968654084,0.071108717415201,0.03078026456004078,0.11990538572417794,8.633200859533074,-588.10223,58.794395,0.6493012,11.139725,0.29564878,1.6682476,-10.773801,0.47928938,-11.60262,-6.551627,-5.47385,3.0202906,-3.412956,../data/ravdess/Actor_16/03-01-07-02-01-02-16.wav,1
1757.3423,4799.558388755755,0.06720306838768116,0.020284056605565846,0.0904687403633575,11.375218238417816,-671.11945,58.30773,4.466759,16.33403,0.37182334,7.974557,-11.2577715,-3.5403695,-9.353854,-3.2741942,-1.3890245,-3.0548353,-5.416696,../data/ravdess/Actor_16/03-01-02-01-02-02-16.wav,0
1705.5449,5816.177577284549,0.06892855491863906,0.019563738598437998,0.11099947365516273,9.123917749850278,-663.13184,68.17052,3.6824095,14.193284,-0.21097416,8.066274,-12.715483,-6.6121387,-9.278654,-3.1881666,-4.173104,0.034632575,-4.704887,../data/ravdess/Actor_16/03-01-01-01-02-01-16.wav,0
1790.0975,5662.427194403623,0.05832321579391892,0.014857577608146115,0.08478881332742527,14.169150391577476,-652.0713,75.070816,2.0164633,12.191664,1.6864551,11.937418,-11.239147,-2.6883965,-7.788512,-3.5277367,-1.617197,-1.7330306,-6.853225,../data/ravdess/Actor_16/03-01-02-02-01-02-16.wav,0
1845.6454,4587.691554279219,0.060511797323994254,0.01611991374324176,0.11737202496941815,11.72464708116586,-616.80273,60.533867,-10.204832,4.1850004,2.0699544,2.8012073,-10.635051,-3.7913125,-8.914517,-5.759664,-3.4099576,-0.07002382,-6.2404394,../data/ravdess/Actor_16/03-01-03-01-01-01-16.wav,0
1856.396,5880.299668392202,0.08178848870056497,0.015717469759562026,0.13488540152276973,9.488645206017187,-553.28174,49.693657,-11.47361,7.8105474,-2.1559627,1.4664522,-15.874311,-7.1222897,-11.199352,-6.842703,-5.6890745,-1.3729372,-8.52939,../data/ravdess/Actor_16/03-01-03-02-02-01-16.wav,0
1809.2811,5714.204963705139,0.07810108932023196,0.02024297043024458,0.10083239149055206,10.442418146983481,-578.7062,50.90783,0.87120986,10.556559,-2.1691499,4.323413,-13.912044,-3.4247031,-8.636928,-4.835866,-7.3674707,-0.14934382,-6.3766108,../data/ravdess/Actor_16/03-01-07-02-02-02-16.wav,1
1828.9012,4221.591029478968,0.06265024038461539,0.01972256522218736,0.13406974150303289,9.467876071362651,-635.1883,68.793945,1.0901679,9.482593,-1.9832805,2.0567458,-5.975643,0.4139787,-13.032721,-5.8162165,-4.0503545,1.0776271,-4.175379,../data/ravdess/Actor_16/03-01-07-01-01-02-16.wav,1
1797.7524,4952.2860727866055,0.0776130698005698,0.021372322306319504,0.12559277832057822,11.033729321284016,-437.09802,43.614967,-16.250322,0.14796717,-4.137547,-3.3201473,-14.910109,-0.62042296,-7.4736824,-12.08525,-7.4262543,1.1512308,-3.7715929,../data/ravdess/Actor_16/03-01-05-02-01-02-16.wav,1
1999.949,4642.379423903559,0.08950431801994302,0.020994187799028216,0.11380783225493948,12.338548907110226,-437.10773,47.720474,-25.498999,-1.1662164,-5.6191254,-1.8165745,-17.658613,-6.515474,-14.733835,-10.685083,-8.002969,-1.400298,-10.193921,../data/ravdess/Actor_16/03-01-06-02-01-01-16.wav,1
1902.5691,6138.957631678656,0.08268276896994135,0.02307248402593844,0.13635360789801698,10.439263500825914,-612.30835,53.503334,-2.0079331,10.402098,2.2268364,4.601609,-9.351031,-5.881974,-11.738347,-5.5854597,-2.4626207,0.5475785,-6.451239,../data/ravdess/Actor_16/03-01-06-01-02-01-16.wav,1
1710.5315,5375.184300252555,0.08908598019125682,0.022786509811985912,0.1257433664944831,7.640180220820794,-523.0224,51.59193,-7.600658,12.76434,-1.247192,2.6342394,-11.746138,-1.3233067,-8.60086,-8.8879,-6.967075,-0.73521113,-4.603704,../data/ravdess/Actor_16/03-01-05-01-02-02-16.wav,1
1841.941,5859.785507000383,0.07650307824189526,0.02673682552274097,0.12598933567723333,8.112318339732004,-620.8125,64.52453,2.70383,13.219963,-1.1197923,3.6689045,-10.509879,-2.9686399,-12.981803,-7.562493,-3.7048724,1.5335947,-4.679432,../data/ravdess/Actor_16/03-01-07-02-01-01-16.wav,1
1722.5466,4713.740886029883,0.06319647478911043,0.0187745867695779,0.09989560750583742,9.517376943148014,-657.4202,57.9715,1.098434,12.260184,0.96899563,2.816195,-12.378307,-4.874545,-9.668941,-1.1497717,-6.027021,-4.350648,-4.999123,../data/ravdess/Actor_16/03-01-07-01-02-01-16.wav,1
1959.159,5417.224557770492,0.11056676244300911,0.023816524561690495,0.1316920203847892,9.195250168739301,-423.42587,43.87132,-24.625359,-2.5527585,-8.003719,0.4552679,-19.947567,-6.51398,-14.0800495,-12.363243,-7.039395,0.7616717,-9.032461,../data/ravdess/Actor_16/03-01-06-02-02-02-16.wav,1
1814.5566,5280.933364302465,0.08967004770658263,0.018092421615285476,0.10009520455157603,8.343233728296635,-451.00687,38.712643,-16.36935,3.6345222,-4.88344,-0.9473013,-17.030104,2.0116603,-6.6699324,-13.561244,-7.302331,2.7734642,-6.758627,../data/ravdess/Actor_16/03-01-05-02-02-01-16.wav,1
1664.9329,4229.371863370744,0.06166481652144772,0.02478875288935326,0.13068786138732014,9.2380361243439,-544.1135,56.60416,-5.3277836,11.071868,-0.97546303,1.4010571,-10.82952,-0.048729658,-7.938131,-6.583572,-4.7237377,1.3969226,-4.0635777,../data/ravdess/Actor_16/03-01-05-01-01-01-16.wav,1
1915.8429,4116.71279163412,0.05877481477963526,0.024802693217781436,0.12326335203322154,12.244582548064653,-636.4804,55.530087,-2.054763,9.373142,1.3357902,4.4300356,-7.8803725,-0.35135347,-11.072628,-5.682192,-4.967769,0.78847736,-5.5897555,../data/ravdess/Actor_16/03-01-06-01-01-02-16.wav,1
1752.2065,4792.766581147031,0.055022758636039885,0.020105602965806792,0.10976068624826603,11.076491707484907,-701.00214,72.10109,5.4798393,13.864512,1.0095404,6.3806534,-11.297619,-2.197811,-7.0966225,-2.520555,-3.2190912,-1.6941636,-4.56688,../data/ravdess/Actor_16/03-01-01-01-01-02-16.wav,0
1826.8573,4165.317096906771,0.04712194683908046,0.023227591983378048,0.09485475583272085,11.856773024239928,-733.0371,70.21657,4.3042316,12.183165,-0.6695662,6.740268,-9.4434595,-3.4874313,-8.388339,-0.29842556,-2.4943273,-1.5153265,-5.5023794,../data/ravdess/Actor_16/03-01-02-01-01-01-16.wav,0
1766.905,4215.441378713179,0.060899750525210086,0.014971445126020017,0.08832242102569224,12.478488838880692,-702.7425,64.42429,4.4999013,15.070945,-2.9826694,7.1232977,-12.838118,-6.0977902,-8.640533,-2.997946,-4.897053,-0.61504453,-6.2435017,../data/ravdess/Actor_16/03-01-02-02-02-01-16.wav,0
1792.0748,4748.532008842782,0.07053611865942029,0.01849570617967892,0.11714942941110602,9.70845766385189,-599.62506,52.722225,-5.9427567,6.202048,0.22231233,4.9414864,-10.837505,-5.6027412,-9.493516,-6.8630843,-5.04196,0.2241609,-4.553316,../data/ravdess/Actor_16/03-01-03-01-02-02-16.wav,0
1904.7051,6198.332837937486,0.0916904734141791,0.021506156580169352,0.10917878808046816,11.746388597387561,-482.47052,49.874416,-15.788864,2.7263017,0.0713603,1.5727135,-13.659212,-4.679632,-6.5073504,-6.281516,-3.736398,-0.048206773,-5.414639,../data/ravdess/Actor_16/03-01-03-02-01-02-16.wav,0
1319.6998,5436.202630491432,0.0514956480704698,0.031241677773002755,0.13381962047759532,8.581700390268146,-733.25635,79.312614,20.480839,33.42806,10.248781,20.7964,2.666364,9.544006,2.6824932,2.2736034,0.65574276,2.9822109,5.3194246,../data/ravdess/Actor_11/03-01-01-01-02-02-11.wav,0
1192.8162,6142.290682173511,0.059047711162140575,0.03463936517789318,0.12140249596243084,9.679012912234514,-742.5898,77.872635,16.302908,31.207113,7.244349,17.545584,3.6896102,9.412281,-0.23175634,0.19097398,1.3019347,1.9625459,4.9610724,../data/ravdess/Actor_11/03-01-02-01-02-01-11.wav,0
1343.6428,5776.207992337098,0.06226806640625,0.030784044359413055,0.13964352184450657,8.089011369522312,-759.66895,81.5417,16.198223,28.417454,8.285497,23.475157,4.777773,8.465812,4.7015576,2.2609785,1.885921,2.0923848,7.6925464,../data/ravdess/Actor_11/03-01-02-02-01-01-11.wav,0
1215.8043,6155.339827150501,0.05134901889534884,0.024258634783986825,0.12809344415299984,9.208116989308948,-691.32794,71.89916,14.167541,19.753836,3.7533948,16.2706,2.509738,5.525116,-0.060414664,2.0776734,-1.9135065,1.1648685,3.293854,../data/ravdess/Actor_11/03-01-03-01-01-02-11.wav,0
894.8404,5711.822093139813,0.06324652118161095,0.016905266877946912,0.11417051403256873,10.995613333143643,-534.58734,57.255585,3.9571722,13.8328285,-2.3468115,5.3265967,-3.008405,-0.12048284,-3.1616578,-1.9302611,-4.396206,-5.441851,-1.7616674,../data/ravdess/Actor_11/03-01-03-02-02-02-11.wav,0
1106.0814,5625.360272788374,0.05904447115384615,0.026683858588850196,0.12880292910596816,9.518572951168089,-622.7744,78.39273,12.709979,24.91866,-3.6150253,10.308351,-4.9431095,9.893762,-2.5958004,-1.0701951,-5.9111104,-4.375165,3.0161905,../data/ravdess/Actor_11/03-01-07-02-02-01-11.wav,1
1564.1938,6085.198581983514,0.061360677083333336,0.025696238809666466,0.1133408133652919,10.00790520800655,-649.1862,65.53549,9.518449,23.141169,4.719982,10.930837,-1.7183031,7.820291,-0.5744995,0.044596177,-4.112142,-2.1226358,3.4710958,../data/ravdess/Actor_11/03-01-07-01-01-01-11.wav,1
1609.6624,4727.024216186419,0.0654085989410299,0.028040269083248425,0.09912321518241772,11.410528173593942,-472.82214,53.581142,-7.775904,11.045127,-1.8907447,7.6940746,-4.9109936,1.6305256,-0.9769777,-1.9669666,-5.455019,-0.7456888,-0.7362275,../data/ravdess/Actor_11/03-01-06-02-01-02-11.wav,1
1421.3718,5907.978703855805,0.05213725997740964,0.029854801608865934,0.12964078000294857,10.025559798115305,-476.8604,55.22922,-5.1908913,15.668809,-2.5836658,4.870916,-6.6226087,1.3811269,-0.22890197,0.25789586,-3.765286,-4.5730085,-0.32228395,../data/ravdess/Actor_11/03-01-05-02-01-01-11.wav,1
1097.0895,5719.8628133244065,0.05742996309432515,0.02157957412466725,0.0978471596379719,9.591458332551614,-566.9577,64.87337,-0.0557412,17.342953,-3.3469887,6.539287,-3.3267765,4.8000417,-2.1107717,-1.0518439,-4.365917,-4.678804,1.7928996,../data/ravdess/Actor_11/03-01-05-01-02-01-11.wav,1
1245.7672,5873.981844281376,0.05937889327242525,0.026564890691049253,0.09873303196029432,10.127585409931479,-626.8488,66.11755,8.598803,18.635511,0.6458626,12.805634,-0.8650831,6.600624,-2.4932742,-2.6597872,-2.077098,-1.8546112,0.5347922,../data/ravdess/Actor_11/03-01-06-01-02-02-11.wav,1
1669.0278,5056.649508191678,0.07589012167366947,0.02360056329521854,0.10052866396157197,8.33447884534012,-606.97766,73.96348,6.360736,27.191916,3.8589401,16.837133,-4.192283,10.653203,-0.54513884,1.3081303,-3.6224458,1.2863988,5.4457674,../data/ravdess/Actor_11/03-01-07-02-01-02-11.wav,1
1247.1448,5804.0766347012695,0.0722458106884058,0.0343916746786647,0.12609425067202765,9.340752327253442,-628.4022,71.628784,18.12577,22.606134,0.6876776,7.724906,-4.560065,8.276053,-2.570548,2.0133157,-5.076804,-3.1602116,2.518326,../data/ravdess/Actor_11/03-01-07-01-02-02-11.wav,1
1521.4131,4924.935069105742,0.07989467469985875,0.014533781116129744,0.10881622814617252,9.957654592995478,-372.38046,44.78459,-16.108162,12.324383,-9.942547,-2.0335054,-10.663689,2.7616918,-3.6376016,-0.6029806,-6.8955135,-6.729144,-2.064318,../data/ravdess/Actor_11/03-01-05-02-02-02-11.wav,1
1599.4391,4725.258252687308,0.06608072916666667,0.021814132551501955,0.09763967376469884,9.872089874589815,-462.72717,50.606747,-12.509428,9.563113,-5.0601635,5.7997513,-8.065089,1.1617408,-3.5079677,-6.543609,-7.583009,-3.5594232,-1.8323157,../data/ravdess/Actor_11/03-01-06-02-02-01-11.wav,1
1382.0498,6026.8125797433095,0.06398731067868098,0.026786486056736517,0.13029852074888906,7.768970550156689,-682.21765,72.50126,10.495388,24.943312,2.7502697,15.018012,0.91092855,9.396455,1.274045,3.2063186,-2.5157394,1.4255545,4.151856,../data/ravdess/Actor_11/03-01-06-01-01-01-11.wav,1
1370.0894,5965.155564572979,0.0577400067101227,0.03190483949983733,0.12239939091632314,7.086538880476714,-611.8498,65.9326,7.326173,21.691463,1.1237136,10.333849,-0.6610798,5.367178,0.27251375,1.1494321,-3.557552,-1.6080966,3.6782796,../data/ravdess/Actor_11/03-01-05-01-01-02-11.wav,1
1246.1858,5475.439909132654,0.0409079847244409,0.0348909252295087,0.13602982221132093,8.782577716040564,-753.7456,86.044205,19.870487,31.126114,12.52438,23.635899,7.207679,11.000594,4.2225513,2.1261408,1.499444,2.400318,5.1807437,../data/ravdess/Actor_11/03-01-02-01-01-02-11.wav,0
1262.8909,6247.264000316406,0.052808858580508475,0.02964846644676106,0.14534900472233406,8.770747773208848,-758.8544,71.904785,19.165865,27.339312,8.181487,17.790678,1.2747116,9.492995,3.1479506,2.6817024,1.2542042,1.4822491,2.8047476,../data/ravdess/Actor_11/03-01-01-01-01-01-11.wav,0
1127.1526,5533.521471053407,0.048125542534722225,0.023099375969651524,0.08348140503600579,11.446170272352251,-752.089,79.75933,16.11674,31.516754,9.46981,20.750896,4.685381,9.287197,3.5769992,2.9288707,1.4672899,2.6454413,7.6168294,../data/ravdess/Actor_11/03-01-02-02-02-02-11.wav,0
974.6549,6019.001382326287,0.053430749265939596,0.019228426993468304,0.10535882392687271,9.45921683559975,-685.73145,67.1288,11.678577,22.698023,3.2329319,16.0328,3.4011948,4.036273,-0.36767516,0.98980385,-2.271305,0.6836374,2.6733751,../data/ravdess/Actor_11/03-01-03-01-02-01-11.wav,0
1308.5626,4784.975613222722,0.047267944013852245,0.024046445093938964,0.14260495955159172,11.154265578643194,-518.1816,67.13934,4.3139734,15.141035,-1.4810348,8.512429,-2.2059865,3.8421102,-1.1363126,-0.61463594,-6.5249534,-3.6665428,1.209945,../data/ravdess/Actor_11/03-01-03-02-01-01-11.wav,0
1346.4648,5834.934782657464,0.06475133703859061,0.021453533660188602,0.10635305495969095,9.61886797482906,-639.8367,69.84196,6.485267,20.101355,1.3025182,12.839445,-0.06037862,6.64149,-4.000487,-5.13464,-4.207615,-1.5266212,-0.16529447,../data/ravdess/Actor_11/03-01-06-01-02-01-11.wav,1
1329.0736,5480.698524504406,0.06113392539173789,0.02411968041673224,0.11314952538549392,9.221616185086843,-563.58875,68.88383,2.252527,20.982065,-3.2884407,8.304085,-2.9706047,4.5676837,-3.4868302,-1.4316784,-3.7615688,-6.4557724,2.794056,../data/ravdess/Actor_11/03-01-05-01-02-02-11.wav,1
1504.4697,4951.3658632617135,0.059078104054959786,0.025642066284938706,0.11253708407322673,10.086116240694421,-407.55774,54.456036,-13.608109,13.573798,-6.7707224,-0.42783824,-8.232095,0.36226222,-3.5209162,-0.0037951022,-7.098348,-5.576873,-1.2700322,../data/ravdess/Actor_11/03-01-05-02-01-02-11.wav,1
1505.6569,4764.399285766879,0.06297854806893688,0.024683409213917085,0.10559368699090693,10.797960029168335,-512.7294,64.373215,-9.571567,12.608449,-2.8773801,7.5383162,-6.5301986,1.5481303,-2.063712,-4.56417,-7.9781766,-3.5056963,-0.92177474,../data/ravdess/Actor_11/03-01-06-02-01-01-11.wav,1
1428.3352,6213.983246499985,0.06650737333579881,0.024341171380089878,0.11222307849014095,10.626647959214173,-621.0192,63.13957,8.43082,20.049997,5.663159,11.390047,-4.064478,8.196553,-0.77208984,-0.9812952,-3.2626896,-2.1505773,2.4727724,../data/ravdess/Actor_11/03-01-07-01-01-02-11.wav,1
1027.8647,5652.386030407827,0.05921418714387464,0.025048557296781952,0.11527359304251504,8.982590770915138,-572.6427,67.05291,8.615544,20.611252,-1.143088,7.117086,-3.880027,6.206889,-2.2448645,-0.6360551,-3.2924428,-0.9322019,2.4547842,../data/ravdess/Actor_11/03-01-07-02-02-02-11.wav,1
1412.7045,4931.09890049236,0.06907094740013774,0.021933068810655324,0.10189331968245213,12.253847532244633,-532.39343,68.55252,-3.2168446,13.159064,-4.7356954,6.3896136,-6.5848784,1.6762503,-3.0002737,-3.8860214,-7.7787876,-5.6636777,-1.775321,../data/ravdess/Actor_11/03-01-03-02-02-01-11.wav,0
1298.372,5930.607245566087,0.04361140195446735,0.02622008651660748,0.123137065361753,10.388716646329446,-691.5276,67.64158,11.938577,16.43815,4.749771,13.948555,1.1265169,5.302118,-1.9748182,-0.5397122,-1.1379023,-1.7436149,1.6346164,../data/ravdess/Actor_11/03-01-03-01-01-01-11.wav,0
1570.5604,6215.29504877643,0.0701038327991453,0.028148716369138817,0.11712976780210062,9.669691883908175,-774.5937,70.74321,8.281498,31.23466,9.911882,21.056744,6.5584803,9.031161,5.864817,4.2574306,2.684318,0.23999701,6.807195,../data/ravdess/Actor_11/03-01-02-02-01-02-11.wav,0
1149.1119,5775.239144299483,0.05351704030797101,0.022602433098793732,0.09353562878767928,10.182898745236216,-753.3549,78.284836,15.46835,34.490685,8.380394,22.007301,8.406257,9.259833,4.595807,3.8315043,0.44680494,2.637773,7.6279807,../data/ravdess/Actor_11/03-01-02-01-02-02-11.wav,0
1426.3014,6306.04507162828,0.05295661596760797,0.02646607626075399,0.11865074876196974,9.048522737842918,-739.2804,70.36791,17.302437,28.553045,9.391957,17.10453,1.5385967,8.9337435,2.2974143,1.7264218,-0.45298398,2.2758434,2.7612374,../data/ravdess/Actor_11/03-01-01-01-02-01-11.wav,0
1363.7855,4424.596858635316,0.04807923616202346,0.023925066638911186,0.13138774771299958,11.616084003837772,-514.6045,62.555237,-0.16409329,14.666087,1.1578262,9.740502,-3.0039856,2.7485201,1.1188415,0.16323669,-2.8586302,-0.61221015,1.2960461,../data/ravdess/Actor_11/03-01-03-02-01-02-11.wav,0
1061.5664,6468.045769497561,0.06591796875,0.022181344668769146,0.1291921181205019,9.239263120656425,-680.117,64.21047,13.815179,22.578897,3.9125214,15.696127,-1.2008842,7.06071,-0.65351266,2.1166143,-1.9157319,-1.1438131,0.81872827,../data/ravdess/Actor_11/03-01-03-01-02-02-11.wav,0
1184.3376,5926.823318175624,0.04480187367584746,0.026582014006639246,0.1058291441892294,11.174202947225636,-751.35645,74.12404,17.598696,32.9411,9.036399,24.251823,4.0120482,10.606648,4.446539,3.9987245,1.1864192,3.437894,7.0952277,../data/ravdess/Actor_11/03-01-02-02-02-01-11.wav,0
1328.589,6174.155578217314,0.05670270887027491,0.02852243688090545,0.12781837144330938,9.855578582929143,-732.5187,76.38943,17.638344,26.667929,5.4494395,18.025309,1.0683862,10.585946,3.3093405,1.4424695,-0.6325084,0.8491356,2.8457284,../data/ravdess/Actor_11/03-01-01-01-01-02-11.wav,0
1290.1913,6130.295425442681,0.051797574816775244,0.04384904026384668,0.13428711974578708,7.8576649350741885,-768.209,72.479195,18.02152,29.731403,10.034633,21.671068,6.7402043,12.245995,6.0878534,3.5209444,2.2097752,4.1666636,6.308905,../data/ravdess/Actor_11/03-01-02-01-01-01-11.wav,0
1428.4565,5566.217196213032,0.053319445728550297,0.02902741899683399,0.13157137484605924,8.411701478992718,-570.80414,64.99627,2.805213,17.679733,-0.6299583,10.008672,-4.04525,5.4957833,0.061961878,0.2151408,-2.9295425,-1.2619101,1.9666746,../data/ravdess/Actor_11/03-01-05-01-01-01-11.wav,1
1344.2865,5939.968893276268,0.06132456306990881,0.03055570563226455,0.14127486924791308,8.533693161313451,-650.5551,71.148705,11.252196,24.18941,0.17565362,13.545242,-0.8255597,8.978571,2.1034904,2.7192085,-3.1302063,-0.7896445,1.3107779,../data/ravdess/Actor_11/03-01-06-01-01-02-11.wav,1
1654.4994,4711.4282690389055,0.07377019332627119,0.020999891443457132,0.09015848395677106,9.674301442642674,-452.08484,50.328873,-10.448164,11.337685,-9.023391,5.6652822,-5.5315776,2.9118347,-4.795626,-4.235192,-7.4464116,-3.4620097,-1.5028545,../data/ravdess/Actor_11/03-01-06-02-02-02-11.wav,1
1631.3771,4136.140076044212,0.06253563133445945,0.023969066290903493,0.1429041176056032,8.115720146193256,-393.40836,57.16402,-5.282651,15.507657,-1.7194499,2.2483084,-11.081664,3.6286786,0.0960947,0.96746767,-5.566951,-4.3821363,-0.6871108,../data/ravdess/Actor_11/03-01-05-02-02-01-11.wav,1
